CASEID,AGE,SEX,RACE,ETHNICITY,RELIGION,FUND,ORIENT,MARSTAT,RESIDE,COLYEAR,COLGPA,HSGRADE,EMPLOY,EDUCMOM,EMPMOM,EDUCDAD,EMPDAD,TSFRBX,TSFRBB,TSFRBK,TSFRBL,TSFRCH,TSFRCC,TSFRDN,TSFRFH,TSFRFB,TSFRGF,TSFRGM,TSFRIH,TSFRLC,TSFRRG,TSFRSK,TSFRSC,TSFRSB,TSFRSW,TSFRTN,TSFRTF,TSFRVB,TSFRWR,TSFRO1,TSFRO2,TSFRNO,TSSOBX,TSSOBB,TSSOBK,TSSOBL,TSSOCH,TSSOCC,TSSODN,TSSOFH,TSSOFB,TSSOGF,TSSOGM,TSSOIH,TSSOLC,TSSORG,TSSOSK,TSSOSC,TSSOSB,TSSOSW,TSSOTN,TSSOTF,TSSOVB,TSSOWR,TSSOO1,TSSOO2,TSSONO,TSJRBX,TSJRBB,TSJRBK,TSJRBL,TSJRCH,TSJRCC,TSJRDN,TSJRFH,TSJRFB,TSJRGF,TSJRGM,TSJRIH,TSJRLC,TSJRRG,TSJRSK,TSJRSC,TSJRSB,TSJRSW,TSJRTN,TSJRTF,TSJRVB,TSJRWR,TSJRO1,TSJRO2,TSJRNO,TSSEBX,TSSEBB,TSSEBK,TSSEBL,TSSECH,TSSECC,TSSEDN,TSSEFH,TSSEFB,TSSEGF,TSSEGM,TSSEIH,TSSELC,TSSERG,TSSESK,TSSESC,TSSESB,TSSESW,TSSETN,TSSETF,TSSEVB,TSSEWR,TSSEO1,TSSEO2,TSSENO,TCFRBX,TCFRBB,TCFRBK,TCFRBL,TCFRCH,TCFRCC,TCFRDN,TCFRFH,TCFRFB,TCFRGF,TCFRGM,TCFRIH,TCFRLC,TCFRRG,TCFRSK,TCFRSC,TCFRSB,TCFRSW,TCFRTN,TCFRTF,TCFRVB,TCFRWR,TCFRO1,TCFRO2,TCFRNO,TCSOBX,TCSOBB,TCSOBK,TCSOBL,TCSOCH,TCSOCC,TCSODN,TCSOFH,TCSOFB,TCSOGF,TCSOGM,TCSOIH,TCSOLC,TCSORG,TCSOSK,TCSOSC,TCSOSB,TCSOSW,TCSOTN,TCSOTF,TCSOVB,TCSOWR,TCSOO1,TCSOO2,TCSONO,TCJRBX,TCJRBB,TCJRBK,TCJRBL,TCJRCH,TCJRCC,TCJRDN,TCJRFH,TCJRFB,TCJRGF,TCJRGM,TCJRIH,TCJRLC,TCJRRG,TCJRSK,TCJRSC,TCJRSB,TCJRSW,TCJRTN,TCJRTF,TCJRVB,TCJRWR,TCJRO1,TCJRO2,TCJRNO,TCSEBX,TCSEBB,TCSEBK,TCSEBL,TCSECH,TCSECC,TCSEDN,TCSEFH,TCSEFB,TCSEGF,TCSEGM,TCSEIH,TCSELC,TCSERG,TCSESK,TCSESC,TCSESB,TCSESW,TCSETN,TCSETF,TCSEVB,TCSEWR,TCSEO1,TCSEO2,TCSENO,TPCLBX,TPCLBB,TPCLBK,TPCLBL,TPCLCH,TPCLCC,TPCLDN,TPCLFH,TPCLFB,TPCLGF,TPCLGM,TPCLIH,TPCLLC,TPCLRG,TPCLSK,TPCLSC,TPCLSB,TPCLSW,TPCLTN,TPCLTF,TPCLVB,TPCLWR,TPCLO1,TPCLO2,TPCLNO,TPCMBX,TPCMBB,TPCMBK,TPCMBL,TPCMCH,TPCMCC,TPCMDN,TPCMFH,TPCMFB,TPCMGF,TPCMGM,TPCMIH,TPCMLC,TPCMRG,TPCMSK,TPCMSC,TPCMSB,TPCMSW,TPCMTN,TPCMTF,TPCMVB,TPCMWR,TPCMO1,TPCMO2,TPCMNO,PACUR,EXCUR,SPCUR,PAHS,EXHS,SPHS,SAI01,SAI02,SAI03,SAI04,SAI05,SAI06,SAI07,SAI08,SAI09,SAI10,SOCSMO,DRUNKFR,DAI01,DAI02,DAI03,DAI04,DAI05,DAI06,RBI01,RBI02,RBI03,RBI04,RBI05,RBI06,RBI07,RBI08,RBI09,RBI10,SEXACT,SEXSAFE,CHECKSX,SRI01,SRI02,SRI03,SRI04,SRI05,SRI06,SRI07,SRI08,CESD01,CESD02,CESD03,CESD04,CESD05,CESD06,CESD07,CESD08,CESD09,CESD10,CHECKPS1,PSPORT,PSYEARS,CHECKPS2,PSAGE,PSCONT,PSREC,PSHRS,PSHRO,PSLEADR,PSAWARD,PSSCHOL,PSMEDIA,PSRPOP,PSRSTAT,PSRINST,PSAPOL,PSAPOLT,PSAPOLR,PSDRUG,PSDRUGR,COACH01,COACH02,COACH03,COACH04,COACH05,COACH06,COACH07,COACH08,COACH09,COACH10,COACH11,COACH12,CHECKPS3,MPSQ01,MPSQ02,MPSQ03,MPSQ04,MPSQ05,MPSQ06,MPSQ07,MPSQ08,MPSQ09,MPSQ10,MPSQ11,MPSQ12,MPSQ13,MPSQ14,MPSQ15,MPSQ16,MPSQ17,MPSQ18,MPSQ19,MPSQ20,MPSQ21,MPSQ22,MPSQ23,MPSQ24,MPSQ25,SOQ01,SOQ02,SOQ03,SOQ04,SOQ05,SOQ06,SOQ07,SOQ08,SOQ09,TEOSQ01,TEOSQ02,TEOSQ03,TEOSQ04,TEOSQ05,TEOSQ06,TEOSQ07,TEOSQ08,TEOSQ09,TEOSQ10,TEOSQ11,TEOSQ12,TEOSQ13,SSQ01,SSQ02,SSQ03,SSQ04,SSQ05,SSQ06,SSQ07,SSQ08,SSQ09,SSQ10,SSQ11,SSQ12,AIQ01,AIQ02,AIQ03,AIQ04,AIQ05,AIQ06,AIQ07,AIQ08,AIQ09,AIQ10,AIQ11,AIQ12,JAQ01,JAQ02,JAQ03,JAQ04,JAQ05,JAQ06,JAQ07,JAQ08,JACIJ01,JACIJ02,JACIJ03,JACIJ04,JACIJ05,JACIJ06,JACIJ07,JACIJ08,JACIJ09,JACIJ10,JACIJ11,JACIJ12,JACIJ13,JACIJ14,JACIJ15,JACIJ16,JACIJ17,JACIJ18,JACIJ19,JACIJ20,JACIJ21,JACIJ22,JACIJ23,JACIA01,JACIA02,JACIA03,JACIA04,JACIA05,JACIA06,JACIA07,JACIA08,JACIA09,JACIA10,JACIA11,JACIA12,JACIA13,JACIA14,JACIA15,JACIA16,JACIA17,JACIA18,JACIA19,JACIA20,JACIA21,JACIA22,JACIA23,JACIJ24,JACIJ25,JACIJ26,JACIJ27,JACIJ28,JACIJ29,JACIJ30,JACIJ31,JACIJ32,JACIJ33,JACIJ34,JACIJ35,JACIJ36,JACIJ37,JACIJ38,JACIJ39,JACIJ40,JACIJ41,JACIJ42,JACIJ43,JACIJ44,JACIJ45,JACIJ46,JACIA24,JACIA25,JACIA26,JACIA27,JACIA28,JACIA29,JACIA30,JACIA31,JACIA32,JACIA33,JACIA34,JACIA35,JACIA36,JACIA37,JACIA38,JACIA39,JACIA40,JACIA41,JACIA42,JACIA43,JACIA44,JACIA45,JACIA46,GENSEX01,GENSEX02,GENSEX03,GENSEX04,GENSEX05,GENSEX06,GENSEX07,GENSEX08,GENSEX09,GENSEX10,GENSEX11,GENSEX12,GENSEX13,GENSEX14,GENSEX15,GENSEX16,GENSEX17,GENSEX18,GENSEX19,GENSEX20,GENSEX21,GENWIN01,GENWIN02,GENWIN03,GENWIN04,GENWIN05,GENWIN06,GENWIN07,GENWIN08,GENWIN09,GENWIN10,GENWIN11,GENWIN12,GENWIN13,GENWIN14,GENWIN15,GENWIN16,GENWIN17,GENWIN18,GENWIN19,GENWIN20,GENWIN21,GENWIN22,GENWIN23,GENRIS01,GENRIS02,GENRIS03,GENRIS04,GENRIS05,GENRIS06,GENRIS07,GENRIS08,GENRIS09,GENRIS10,GENRIS11,GENRIS12,GENRIS13,GENRIS14,GENRIS15,GENRIS16,GENRIS17,GENRIS18
1,19,0,4,0,1,0,99,1,1,1,3.2,5,2,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,5,8,8,0,1,0,1,1,8,1,8,0,3,8,8,8,8,8,8,0,1,0,1,0,0,1,1,0,0,3,3,0,1,1,1,1,0,0,0,0,2,2,2,2,3,2,2,3,2,1,0,20,12,0,7,3,1,8,3,0,0,0,0,3,3,3,1,1,1,0,0,2,3,4,2,3,2,3,2,3,2,2,3,0,3,3,3,2,3,3,2,4,3,3,2,2,3,3,3,2,3,4,3,3,4,4,4,4,4,3,2,2,2,3,3,4,3,3,4,3,4,3,4,3,4,4,4,4,2,3,4,4,3,3,2,3,3,2,4,3,3,2,3,3,4,3,4,3,3,4,3,4,1,3,3,4,2,4,2,3,3,3,4,4,1,5,1,1,1,5,1,3,4,1,5,1,2,3,4,1,5,3,3,1,3,5,2,5,1,5,5,5,1,4,3,2,5,1,5,4,3,2,5,2,2,5,5,3,1,3,3,2,2,3,4,2,3,2,3,3,4,4,3,4,2,3,3,3,2,3,3,3,3,3,3,2,3,4,3,2,3,3,2,2,3,4,3,4,3,2,3,2,3,3,3,2,3,1,1,2,3,2,3,3,3,2,2,3,1,2,2,3,3,4,2,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,2,1,2,3,3,2,2,4,2,3,3,2,3,2,3,3,3,2,2,3,3,2,2
2,18,0,4,0,3,0,99,1,1,1,3,5,1,5,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,1,0,0,2,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,2,2,2,0,14,10,0,15,1,1,20,10,1,1,0,0,1,3,3,4,2,2,0,0,3,2,2,2,4,3,3,2,2,2,3,2,0,5,4,5,5,5,5,5,5,5,5,5,5,3,4,2,2,5,3,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,5,3,4,4,5,4,5,5,3,4,4,5,4,4,4,5,5,4,4,5,4,4,4,4,3,4,4,5,4,4,4,5,3,4,3,3,4,3,4,5,4,5,4,1,4,3,3,3,5,4,3,5,4,4,3,3,4,3,5,3,5,5,3,5,3,5,5,4,3,4,5,2,4,4,3,5,4,2,5,5,5,3,5,3,5,5,4,5,5,3,5,4,5,3,5,4,3,4,4,4,2,4,3,5,5,3,5,5,5,2,4,3,3,3,5,4,4,5,5,5,5,2,5,2,5,5,2,3,5,3,5,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,3,3,3,2,3,2,1,3,3,2,2,3,3,2,2,2,2,3,4,3,2,3,2,2,2,3,3,3,1,2,2,3,3,3,2,1,3,2,2,3,2,2,2,2,2,2,2
3,22,0,4,0,1,0,99,1,3,4,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,3,5,3,5,4,0,1,3,0,2,2,2,8,0,1,3,3,8,8,8,8,0,0,1,0,0,1,0,1,0,0,0,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,23,12,0,10,1,1,15,6,1,1,1,1,2,2,1,1,1,1,1,1,4,4,4,5,4,2,5,5,4,1,2,4,0,3,4,4,4,4,5,3,3,4,2,3,3,5,5,2,2,5,2,2,4,4,4,5,4,4,4,4,4,4,2,4,4,4,5,3,4,3,2,4,2,4,4,4,5,3,4,5,5,4,4,4,2,4,3,2,3,3,2,2,4,4,4,3,4,4,4,2,4,2,3,2,4,3,3,3,2,2,1,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,4,3,4,1,4,3,4,3,2,4,4,4,4,4,3,3,4,3,3,3,4,3,4,3,3,4,4,2,4,4,3,4,4,4,4,4,5,3,4,4,4,4,3,4,5,4,3,4,3,4,4,3,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,2,3,4,3,3,3,3,4,2,2,4,3,3,2,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,2
4,19,0,5,0,7,1,99,1,1,1,2.2,4,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,5,5,0,8,2,2,2,1,2,0,8,1,1,5,2,8,8,8,8,8,0,0,0,1,0,0,0,1,0,0,3,3,0,1,7,1,0,0,0,1,0,2,4,3,3,3,1,2,2,2,1,0,3,6,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,3,1,3,4,2,4,4,3,3,4,4,3,3,4,4,4,4,4,1,4,3,5,2,4,2,2,5,2,2,4,1,5,2,1,4,4,4,5,5,3,4,4,5,4,5,2,5,3,4,4,5,5,4,2,5,2,2,4,4,4,4,4,3,4,4,4,5,3,3,4,3,3,5,5,5,3,4,4,5,5,5,1,5,3,5,3,4,5,3,4,5,4,1,5,5,1,3,4,3,3,3,5,4,5,3,3,5,5,4,4,4,3,5,2,3,4,2,5,3,3,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,4,4,3,2,2,4,3,4,1,3,2,3,1,-9,2,2,3,4,3,3,1,2,3,2,3,3,3,3,4,2,3,4,2,2,2,3,4,2,2
5,19,0,4,0,1,1,99,1,3,2,0.98,5,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,5,4,5,2,8,1,4,3,4,1,1,0,1,1,4,4,3,8,2,8,8,0,1,1,0,1,0,1,0,0,0,2,2,0,1,0,1,1,0,0,0,0,3,3,3,2,4,3,3,4,4,2,0,26,8,0,12,1,0,20,3,1,1,0,0,2,4,3,3,2,2,0,0,4,4,4,3,5,2,4,5,3,4,4,4,0,5,5,3,5,5,2,5,5,5,5,4,5,1,4,5,3,4,5,4,5,4,4,5,5,2,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,4,2,4,4,5,4,2,2,2,5,5,2,3,4,4,2,4,4,3,2,3,5,5,5,5,1,1,2,4,4,4,3,3,3,4,5,5,3,5,5,5,5,5,4,4,2,4,5,5,4,5,5,2,5,3,5,5,5,5,5,5,3,5,3,5,4,5,3,5,5,5,3,5,5,4,4,5,5,5,5,2,3,5,4,4,4,4,5,5,4,3,4,3,4,3,2,3,4,5,3,3,5,2,2,4,4,5,5,5,5,5,4,5,3,3,5,2,2,4,2,5,3,2,3,3,2,2,2,4,3,3,2,3,3,1,4,3,3,2,3,2,3,1,2,3,3,3,2,3,4,1,4,1,3,3,2,1,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,3,3,3,3,2,2,2,2,2,2,2
6,21,1,3,0,7,0,99,1,3,3,3,4,3,3,3,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,3,5,5,3,8,1,4,8,4,4,1,8,0,1,5,4,8,8,0,8,8,0,1,1,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,1,1,0,1,2,2,3,2,3,1,1,1,4,0,6,9,0,10,2,0,18,20,1,1,0,1,4,4,3,3,3,2,0,0,3,3,3,3,3,3,4,2,2,3,3,3,0,4,5,3,5,5,5,5,5,5,5,3,3,3,2,1,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,3,2,5,3,5,3,4,5,4,4,-9,1,2,2,1,1,1,1,1,2,1,1,1,4,4,2,4,4,4,3,2,4,4,3,3,2,1,1,1,1,1,5,-9,3,4,4,3,3,3,4,2,4,4,3,4,2,4,3,3,3,4,5,4,3,3,3,3,4,4,3,3,3,2,3,4,3,3,4,2,4,3,3,3,4,5,4,3,3,3,4,4,3,3,3,4,3,4,3,5,4,3,3,4,3,5,3,2,3,4,2,5,4,4,4,3,3,3,4,3,4,3,5,4,3,3,4,3,5,3,2,3,4,2,5,4,2,2,3,2,4,3,1,2,2,3,2,2,2,2,3,4,2,3,2,2,2,2,2,2,3,2,4,2,3,3,3,3,3,2,2,-9,3,2,2,4,2,2,3,3,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2
7,22,1,4,0,2,1,99,1,3,4,3.6,5,3,2,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,4,3,5,8,8,1,1,8,8,8,8,8,8,0,1,8,8,8,8,8,8,0,1,0,0,0,0,0,0,0,0,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,3,2,2,3,2,4,3,2,2,0,25,8,0,15,3,0,5,1,1,1,0,0,3,3,3,4,5,4,0,0,3,5,4,3,5,1,5,3,3,5,1,5,0,5,5,2,5,5,1,5,5,5,1,1,1,1,3,5,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,1,1,5,1,5,5,2,5,1,5,-9,2,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,4,1,2,1,1,1,1,1,1,2,-9,3,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,1,4,1,4,1,4,4,4,4,1,4,3,1,4,3,4,1,4,4,4,2,2,1,1,3,3,3,4,3,3,2,4,2,2,2,3,1,3,1,2,1,4,3,1,4,4,1,1,1,3,1,4,4,1,2,4,3,1,1,4,2
8,19,1,3,0,2,0,99,1,1,2,1.52,3,3,2,4,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,5,2,4,8,8,1,8,8,8,8,8,8,8,0,1,8,8,8,8,8,8,0,1,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,1,0,0,1,2,4,2,3,4,1,3,4,1,1,0,3,10,0,8,2,1,8,2,1,0,0,0,3,4,3,4,2,5,2,0,3,4,3,3,5,1,5,5,2,4,1,5,0,5,5,5,5,5,1,5,5,5,5,5,3,1,5,5,3,5,3,1,5,5,5,5,5,5,5,1,5,5,3,5,5,5,5,1,5,1,1,5,1,5,5,1,5,1,5,5,5,5,5,3,5,1,3,1,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
